event,name,dob,country,time,score,date
4,men's 1500m,Ivan HESHKO,1979-08-19,UKR,210.33,1240,2004-09-03
5,men's 1500m,Alex KIPCHIRCHIR,1984-11-26,KEN,210.45999,1238,2004-09-03
6,men's 1500m,Cornelius CHIRCHIR,1983-06-05,KEN,210.6,1236,2004-07-23
7,men's 1500m,Rui SILVA,1977-08-03,POR,210.9,1232,2004-09-03
8,men's 1500m,Isaac Kiprono SONGOK,1984-04-25,KEN,210.99,1231,2004-08-06
9,men's 1500m,Paul KORIR,1977-07-15,KEN,211.1,1229,2004-07-04
10,men's 1500m,Mulugeta WENDIMU,1985-01-07,ETH,211.13,1229,2004-07-31
11,men's 1500m,Mehdi BAALA,1978-08-17,FRA,211.25,1227,2004-07-02
12,men's 1500m,William CHIRCHIR,1979-02-06,KEN,212.1,1215,2004-09-03
13,men's 1500m,Tarek BOUKENSA,1981-11-19,ALG,212.35,1211,2004-07-04
14,men's 1500m,Michael EAST,1978-01-20,GBR,212.37,1211,2004-07-02
15,men's 1500m,Kamal BOULAHFANE,1976-07-01,ALG,212.44,1210,2004-07-31
16,men's 1500m,Ali SAIDI-SIEF,1978-03-15,ALG,212.45999,1210,2004-09-03
17,men's 1500m,Nick WILLIS,1983-04-25,NZL,212.68,1207,2004-07-02
18,men's 1500m,Alan WEBB,1983-01-13,USA,212.73,1206,2004-06-08
19,men's 1500m,Laban ROTICH,1969-01-20,KEN,212.81,1205,2004-07-04
20,men's 1500m,Adil KAOUCH,1979-01-01,MAR,212.86,1204,2004-07-04
21,men's 1500m,Álvaro FERNÁNDEZ CEREZO,1981-04-07,ESP,212.88,1204,2004-09-03
22,men's 1500m,Juan Carlos HIGUERO,1978-08-03,ESP,212.95,1203,2004-09-03
23,men's 1500m,Mounir YEMMOUNI,1983-10-12,FRA,212.97,1203,2004-07-02
24,men's 1500m,Youssef BABA,1979-08-07,MAR,213.01,1202,2004-07-31
25,men's 1500m,Eliud KIPCHOGE,1984-11-05,KEN,213.2,1200,2004-05-31
26,men's 1500m,Benjamin KIPKURUI,1980-12-28,KEN,213.22,1199,2004-07-31
27,men's 1500m,Noah NGENY,1978-11-02,KEN,213.38,1197,2004-07-04
28,men's 1500m,Abdelslam KENNOUCHE,1980-10-07,ALG,213.45999,1196,2004-07-31
29,men's 1500m,Gert-Jan LIEFERS,1978-09-26,NED,213.87,1190,2004-07-02
30,men's 1500m,Robert RONO,1978-08-16,KEN,214.35,1184,2004-09-05
31,men's 1500m,Manuel DAMIAO,1978-07-19,POR,214.37,1183,2004-07-31
32,men's 1500m,Kevin SULLIVAN,1974-03-20,CAN,214.43,1182,2004-07-02
33,men's 1500m,Suleiman Kipses SIMOTWO,1980-04-21,KEN,214.48,1182,2004-08-01
34,men's 1500m,Daniel Kipchirchir KOMEN,1984-11-27,KEN,214.66,1179,2004-08-03
35,men's 1500m,Charlie GRUBER,1978-08-06,USA,214.70999,1179,2004-07-31
36,men's 1500m,Reyes ESTÉVEZ,1976-08-02,ESP,215.37,1169,2004-06-05
37,men's 1500m,Samwel MWERA,1985-06-03,TAN,215.42,1169,2004-09-05
38,men's 1500m,Vyacheslav SHABUNIN,1969-09-27,RUS,215.5,1168,2004-07-02
39,men's 1500m,Michael TOO,1983-08-03,KEN,215.53,1167,2004-05-31
40,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,215.53,1167,2004-07-15
41,men's 1500m,Benson Marrianyi ESHO,1987-02-02,KEN,215.8,1164,2004-07-15
42,men's 1500m,Brimin Kiprop KIPRUTO,1985-07-31,KEN,215.95999,1161,2004-07-15
43,men's 1500m,Daham Najim BASHIR,1979-11-08,QAT,216.08,1160,2004-06-02
44,men's 1500m,Wolfram MÜLLER,1981-07-08,GER,216.17,1158,2004-07-03
45,men's 1500m,Hudson SANTOS DE SOUZA,1977-02-25,BRA,216.17,1158,2004-07-04
46,men's 1500m,Sergio GALLARDO,1979-03-22,ESP,216.26,1157,2004-06-05
47,men's 1500m,Driss MAAZOUZI,1969-10-15,FRA,216.35,1156,2004-06-08
48,men's 1500m,Jason LUNN,1974-09-19,USA,216.38,1156,2004-07-04
49,men's 1500m,Michal ŠNEBERGER,1978-06-23,CZE,216.5,1154,2004-06-08
50,men's 1500m,Adrian BLINCOE,1979-11-04,NZL,216.53,1154,2004-06-11
51,men's 1500m,John MAYOCK,1970-10-26,GBR,216.55,1153,2004-07-31
52,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,216.64,1152,2004-07-31
53,men's 1500m,Enock KOECH,1981-04-04,KEN,216.72,1151,2004-07-31
54,men's 1500m,Marko KOERS,1972-11-03,NED,216.75,1151,2004-06-05
55,men's 1500m,Richard GEEMI,1973-08-23,KEN,216.88,1149,2004-07-19
56,men's 1500m,Bouabdellah TAHRI,1978-12-20,FRA,216.9,1148,2004-06-16
57,men's 1500m,Abubaker Ali KAMAL,1983-11-08,QAT,216.98,1147,2004-09-05
58,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,217.01,1147,2004-06-19
59,men's 1500m,Lachlan CHISHOLM,1980-05-04,AUS,217.03,1147,2004-07-04
60,men's 1500m,James THIE,1978-06-27,GBR,217.06,1146,2004-07-04
61,men's 1500m,Clyde COLENSO,1977-05-11,RSA,217.16,1145,2004-05-31
62,men's 1500m,Pedro Antonio ESTESO,1976-10-13,ESP,217.18,1145,2004-06-05
63,men's 1500m,Youcef ABDI,1977-12-07,AUS,217.28,1143,2004-07-31
64,men's 1500m,Ali MAATAOUI,1980-12-11,MAR,217.29001,1143,2004-06-23
65,men's 1500m,Salah EL GHAZI,1975-11-02,MAR,217.34,1142,2004-07-03
66,men's 1500m,Anis SELMOUNI,1979-03-15,MAR,217.36,1142,2004-07-02
67,men's 1500m,Fumikazu KOBAYASHI,1978-03-21,JPN,217.42,1141,2004-07-31
68,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,217.44,1141,2004-07-15
69,men's 1500m,Alistair STEVENSON,1979-05-28,AUS,217.49,1140,2004-02-12
70,men's 1500m,Said AHMED,1982-12-10,USA,217.49,1140,2004-06-19
71,men's 1500m,Tim CLERBOUT,1981-10-13,BEL,217.5,1140,2004-07-31
72,men's 1500m,Anthony WHITEMAN,1971-11-13,GBR,217.6,1139,2004-06-27
73,men's 1500m,Scott MCGOWAN,1981-01-27,USA,217.73,1137,2004-06-27
74,men's 1500m,Michael STEMBER,1978-01-30,USA,217.75,1137,2004-06-19
75,men's 1500m,Peter Roko ASHAK ABAIH,null,SUD,217.8,1136,2004-06-26
76,men's 1500m,Johan CRONJE,1982-04-13,RSA,217.83,1136,2004-06-02
77,men's 1500m,James NOLAN,1977-01-27,IRL,217.85,1136,2004-07-31
78,men's 1500m,Abdulrahman SULEIMAN,1984-01-10,QAT,217.88,1135,2004-07-31
79,men's 1500m,Japheth KIMUTAI,1978-12-20,KEN,217.89,1135,2004-06-08
80,men's 1500m,Roberto PARRA,1976-04-06,ESP,217.93,1134,2004-06-05
81,men's 1500m,Alfred Kirwa YEGO,1986-11-28,KEN,217.95,1134,2004-08-06
82,men's 1500m,Anthony FAMIGLIETTI,1978-11-08,USA,217.98,1134,2004-07-31
83,men's 1500m,Bernard Kiptanui KIPTUM,1986-10-08,KEN,218.0,1133,2004-05-30
84,men's 1500m,Aleksandr KRIVCHONKOV,1983-01-20,RUS,218.0,1133,2004-07-20
85,men's 1500m,Arturo CASADO,1983-01-26,ESP,218.04001,1133,2004-07-03
86,men's 1500m,Outaleb MOUHCINE,1978-02-22,MAR,218.12,1132,2004-07-31
87,men's 1500m,Berhanu ALEMU,1982-07-16,ETH,218.14,1132,2004-07-10
88,men's 1500m,Moukhled AL OUTAIBI,1976-06-20,KSA,218.20999,1131,2004-06-24
89,men's 1500m,David KIPLAK,1981-12-27,KEN,218.24,1130,2004-06-08
90,men's 1500m,Edward Kibet MUTAI,1984-08-28,KEN,218.26,1130,2004-05-31
91,men's 1500m,Francisco Javier ALVES,1980-09-03,ESP,218.39,1128,2004-07-03
92,men's 1500m,Daniel WAMBUGU,null,KEN,218.43,1128,2004-06-08
93,men's 1500m,Tim BROE,1977-06-20,USA,218.43,1128,2004-08-07
94,men's 1500m,Nicholas WACHIRA,1982-11-19,KEN,218.44,1127,2004-08-06
95,men's 1500m,Fabiano PECANHA,1982-06-05,BRA,218.45,1127,2004-05-16
96,men's 1500m,Charles Kiplangat BETT,1984-07-21,KEN,218.47,1127,2004-05-23
97,men's 1500m,Boaz CHEBOIYWO,1978-08-02,KEN,218.47,1127,2004-05-31
98,men's 1500m,Abraham CHEBII,1979-12-23,KEN,218.5,1127,2004-06-18
99,men's 1500m,Daniel WILSON,1979-02-19,USA,218.5,1127,2004-07-31
--------2004------------
--------:avg top 100:1168.34--avg top percent:1187.6875-------
-------------------------
0,men's 1500m,Bernard LAGAT,1974-12-12,USA,209.3,1255,2005-08-28
1,men's 1500m,Daniel Kipchirchir KOMEN,1984-11-27,KEN,209.72,1249,2005-09-04
2,men's 1500m,Rashid RAMZI,1980-07-17,BRN,210.0,1245,2005-07-08
3,men's 1500m,Mehdi BAALA,1978-08-17,FRA,210.8,1233,2005-07-01
4,men's 1500m,Alex KIPCHIRCHIR,1984-11-26,KEN,210.82,1233,2005-07-01
5,men's 1500m,Daham Najim BASHIR,1979-11-08,QAT,211.04001,1230,2005-05-13
6,men's 1500m,Isaac Kiprono SONGOK,1984-04-25,KEN,211.72,1220,2005-09-04
7,men's 1500m,Suleiman Kipses SIMOTWO,1980-04-21,KEN,211.85,1219,2005-09-04
8,men's 1500m,Ivan HESHKO,1979-08-19,UKR,211.91,1218,2005-09-04
9,men's 1500m,Anter ZERGUELAINE,1985-01-04,ALG,211.95,1217,2005-09-04
10,men's 1500m,Nick WILLIS,1983-04-25,NZL,212.38,1211,2005-07-01
11,men's 1500m,Alan WEBB,1983-01-13,USA,212.52,1209,2005-08-28
12,men's 1500m,Rui SILVA,1977-08-03,POR,212.91,1204,2005-07-08
13,men's 1500m,William CHIRCHIR,1979-02-06,KEN,212.93,1203,2005-09-04
14,men's 1500m,Hudson SANTOS DE SOUZA,1977-02-25,BRA,213.25,1199,2005-08-28
15,men's 1500m,Michael EAST,1978-01-20,GBR,213.32,1198,2005-07-22
16,men's 1500m,Mounir YEMMOUNI,1983-10-12,FRA,213.39,1197,2005-06-04
17,men's 1500m,Elkanah Onkware ANGWENYI,1983-02-05,KEN,213.43,1196,2005-08-26
18,men's 1500m,Mark FOUNTAIN,1982-03-10,AUS,213.68,1193,2005-08-28
19,men's 1500m,Juan Carlos HIGUERO,1978-08-03,ESP,213.72,1192,2005-08-26
20,men's 1500m,Youssef BABA,1979-08-07,MAR,213.75,1192,2005-05-13
21,men's 1500m,Eliud KIPCHOGE,1984-11-05,KEN,213.8,1191,2005-07-22
22,men's 1500m,Markos GENETI,1984-06-07,ETH,213.83,1191,2005-07-26
23,men's 1500m,Laban ROTICH,1969-01-20,KEN,213.83,1191,2005-09-04
24,men's 1500m,Belal Mansoor ALI,1988-10-17,BRN,213.86,1190,2005-06-01
25,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,213.99,1189,2005-06-04
26,men's 1500m,Bernard Kiptanui KIPTUM,1986-10-08,KEN,214.03,1188,2005-09-04
27,men's 1500m,Ali SAIDI-SIEF,1978-03-15,ALG,214.48,1182,2005-06-14
28,men's 1500m,Tarek BOUKENSA,1981-11-19,ALG,214.68,1179,2005-06-14
29,men's 1500m,Craig MOTTRAM,1980-06-18,AUS,214.8,1177,2005-07-16
30,men's 1500m,Rob MYERS,1980-08-05,USA,214.89,1176,2005-07-22
31,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,215.04001,1174,2005-06-04
32,men's 1500m,Vyacheslav SHABUNIN,1969-09-27,RUS,215.07,1174,2005-06-14
33,men's 1500m,Kevin SULLIVAN,1974-03-20,CAN,215.11,1173,2005-07-22
34,men's 1500m,Boaz CHEBOIYWO,1978-08-02,KEN,215.2,1172,2005-05-30
35,men's 1500m,Chris LUKEZIC,1984-04-24,USA,215.22,1172,2005-07-22
36,men's 1500m,Kamal BOULAHFANE,1976-07-01,ALG,215.22,1172,2005-07-26
37,men's 1500m,Jon Byron RANKIN,1982-02-09,USA,215.26,1171,2005-07-26
38,men's 1500m,Gert-Jan LIEFERS,1978-09-26,NED,215.29001,1171,2005-06-04
39,men's 1500m,Adrian BLINCOE,1979-11-04,NZL,215.5,1168,2005-08-28
40,men's 1500m,Ali MAATAOUI,1980-12-11,MAR,215.52,1167,2005-06-10
41,men's 1500m,Álvaro FERNÁNDEZ CEREZO,1981-04-07,ESP,215.57,1167,2005-08-26
42,men's 1500m,Johan CRONJE,1982-04-13,RSA,215.58,1167,2005-05-13
43,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,215.63,1166,2005-06-18
44,men's 1500m,Arturo CASADO,1983-01-26,ESP,215.64,1166,2005-06-04
45,men's 1500m,Nathan BRANNEN,1982-09-08,CAN,215.72,1165,2005-08-28
46,men's 1500m,Nick MCCORMICK,1981-09-11,GBR,215.74,1164,2005-07-22
47,men's 1500m,Paul KORIR,1977-07-15,KEN,215.84,1163,2005-05-30
48,men's 1500m,Joeri JANSEN,1979-05-28,BEL,215.97,1161,2005-06-04
49,men's 1500m,Sergio GALLARDO,1979-03-22,ESP,216.1,1159,2005-06-04
50,men's 1500m,Benjamin KIPKURUI,1980-12-28,KEN,216.17,1158,2005-06-14
51,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,216.2,1158,2005-06-23
52,men's 1500m,José Antonio REDOLAT,1976-02-17,ESP,216.24,1157,2005-06-04
53,men's 1500m,Abdelslam KENNOUCHE,1980-10-07,ALG,216.33,1156,2005-06-14
54,men's 1500m,Andrew BADDELEY,1982-06-20,GBR,216.43,1155,2005-07-22
55,men's 1500m,Bouabdellah TAHRI,1978-12-20,FRA,216.44,1155,2005-07-05
56,men's 1500m,Robert RONO,1978-08-16,KEN,216.45,1155,2005-07-23
57,men's 1500m,David KRUMMENACKER,1975-05-24,USA,216.58,1153,2005-07-05
58,men's 1500m,Manuel DAMIAO,1978-07-19,POR,216.6,1153,2005-06-04
59,men's 1500m,Churchill KIPSANG,1985-01-14,KEN,216.95,1148,2005-06-04
60,men's 1500m,Michael TOO,1983-08-03,KEN,216.97,1147,2005-06-01
61,men's 1500m,Mulugeta WENDIMU,1985-01-07,ETH,217.0,1147,2005-05-13
62,men's 1500m,James Mwangi MURIGI,1986-07-15,KEN,217.09,1146,2005-09-19
63,men's 1500m,Leonel MANZANO,1984-09-12,USA,217.13,1145,2005-06-11
64,men's 1500m,Driss MAAZOUZI,1969-10-15,FRA,217.18,1145,2005-07-05
65,men's 1500m,Alfred KIPROP,null,KEN,217.2,1144,2005-06-04
66,men's 1500m,Mushir Salim JAWHER,1978-06-13,BRN,217.28,1143,2005-06-23
67,men's 1500m,Chris MULVANEY,1981-05-25,GBR,217.36,1142,2005-07-22
68,men's 1500m,Abubaker Ali KAMAL,1983-11-08,QAT,217.45,1141,2005-08-19
69,men's 1500m,Tim CLERBOUT,1981-10-13,BEL,217.59,1139,2005-07-23
70,men's 1500m,Eugenio BARRIOS,1976-11-03,ESP,217.72,1137,2005-06-07
71,men's 1500m,James NOLAN,1977-01-27,IRL,217.78,1136,2005-07-23
72,men's 1500m,Scott MCGOWAN,1981-01-27,USA,217.99,1134,2005-07-09
73,men's 1500m,Adil KAOUCH,1979-01-01,MAR,218.0,1133,2005-08-10
74,men's 1500m,Michal ŠNEBERGER,1978-06-23,CZE,218.02,1133,2005-07-23
75,men's 1500m,Paul HAMBLYN,1980-08-27,NZL,218.07,1133,2005-07-23
76,men's 1500m,Benjamin LIMO,1974-08-23,KEN,218.1,1132,2005-05-07
77,men's 1500m,Reyes ESTÉVEZ,1976-08-02,ESP,218.1,1132,2005-07-16
78,men's 1500m,Chris ESTWANIK,1980-04-04,USA,218.29001,1130,2005-05-30
79,men's 1500m,Timothy KIPTANUI,1980-01-05,KEN,218.3,1129,2005-06-25
80,men's 1500m,Remmy Limo NDIWA,1988-02-03,KEN,218.31,1129,2005-06-01
81,men's 1500m,Bryan LINDSAY,1980-06-28,USA,218.31,1129,2005-06-11
82,men's 1500m,Roberto GARCÍA,1975-08-20,ESP,218.34,1129,2005-06-07
83,men's 1500m,Corey TUCKER,1978-11-19,AUS,218.42,1128,2005-02-17
84,men's 1500m,Serhiy LEBID,1975-07-15,UKR,218.44,1127,2005-07-02
85,men's 1500m,Sean DUFFY,1983-03-23,USA,218.45999,1127,2005-06-11
86,men's 1500m,Eliud NJUBI,1979-07-27,KEN,218.52,1126,2005-07-23
87,men's 1500m,Adam PERKINS,1984-05-07,USA,218.54001,1126,2005-06-11
88,men's 1500m,Jesús ESPAÑA,1978-08-21,ESP,218.57,1126,2005-06-07
89,men's 1500m,Shane STROUP,1984-09-06,USA,218.57,1126,2005-06-11
90,men's 1500m,Mo FARAH,1983-03-23,GBR,218.62,1125,2005-08-19
91,men's 1500m,Job TANUI,1974-08-26,KEN,218.8,1123,2005-06-25
92,men's 1500m,Marius BAKKEN,1978-03-27,NOR,218.84,1122,2005-08-28
93,men's 1500m,Víctor RIOBO,1980-04-06,ESP,218.86,1122,2005-06-04
94,men's 1500m,Brimin Kiprop KIPRUTO,1985-07-31,KEN,218.9,1121,2005-07-26
95,men's 1500m,Pedro Antonio ESTESO,1976-10-13,ESP,218.91,1121,2005-06-04
96,men's 1500m,Sean JEFFERSON,1982-12-30,USA,218.91,1121,2005-06-11
97,men's 1500m,Thomas LANCASHIRE,1985-07-02,GBR,218.92,1121,2005-06-11
98,men's 1500m,Lachlan CHISHOLM,1980-05-04,AUS,218.95,1121,2005-06-25
99,men's 1500m,Samir KHADAR,1986-06-10,ALG,219.05,1119,2005-07-20
--------2005------------
--------:avg top 100:1163.64--avg top percent:1182.1076923076923-------
-------------------------
0,men's 1500m,Daniel Kipchirchir KOMEN,1984-11-27,KEN,209.02,1259,2006-07-14
1,men's 1500m,Rashid RAMZI,1980-07-17,BRN,209.14,1257,2006-07-14
2,men's 1500m,Bernard LAGAT,1974-12-12,USA,209.68,1249,2006-08-27
3,men's 1500m,Ivan HESHKO,1979-08-19,UKR,211.08,1229,2006-07-08
4,men's 1500m,Adil KAOUCH,1979-01-01,MAR,211.1,1229,2006-07-14
5,men's 1500m,Alex KIPCHIRCHIR,1984-11-26,KEN,211.36,1225,2006-07-08
6,men's 1500m,Juan Carlos HIGUERO,1978-08-03,ESP,211.57,1222,2006-07-14
7,men's 1500m,Tarek BOUKENSA,1981-11-19,ALG,211.58,1222,2006-07-14
8,men's 1500m,Suleiman Kipses SIMOTWO,1980-04-21,KEN,211.67,1221,2006-07-08
9,men's 1500m,Isaac Kiprono SONGOK,1984-04-25,KEN,211.85,1219,2006-07-08
10,men's 1500m,Shadrack KORIR,1978-12-14,KEN,211.95999,1217,2006-07-11
11,men's 1500m,Elkanah Onkware ANGWENYI,1983-02-05,KEN,211.97,1217,2006-07-14
12,men's 1500m,Mehdi BAALA,1978-08-17,FRA,212.01,1216,2006-08-25
13,men's 1500m,Nick WILLIS,1983-04-25,NZL,212.17,1214,2006-07-08
14,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,212.48,1210,2006-09-03
15,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,212.51,1209,2006-08-25
16,men's 1500m,Kevin SULLIVAN,1974-03-20,CAN,212.65,1207,2006-07-14
17,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,212.68,1207,2006-08-25
18,men's 1500m,Kamal BOULAHFANE,1976-07-01,ALG,213.01,1202,2006-07-14
19,men's 1500m,Kenenisa BEKELE,1982-06-13,ETH,213.08,1201,2006-07-25
20,men's 1500m,Bernard Kiptanui KIPTUM,1986-10-08,KEN,213.23,1199,2006-07-03
21,men's 1500m,Chris LUKEZIC,1984-04-24,USA,213.28,1198,2006-07-14
22,men's 1500m,Saif Saaeed SHAHEEN,1982-10-15,QAT,213.51,1195,2006-09-03
23,men's 1500m,Nicholas Kiptanui KEMBOI,1989-12-18,KEN,213.72,1192,2006-08-18
24,men's 1500m,Hudson SANTOS DE SOUZA,1977-02-25,BRA,213.88,1190,2006-08-20
25,men's 1500m,Craig MOTTRAM,1980-06-18,AUS,213.97,1189,2006-08-18
26,men's 1500m,Rui SILVA,1977-08-03,POR,214.0,1188,2006-07-03
27,men's 1500m,Yusuf Kibet BIWOTT,1986-11-12,KEN,214.04001,1188,2006-08-18
28,men's 1500m,Belal Mansoor ALI,1988-10-17,BRN,214.3,1184,2006-08-27
29,men's 1500m,Yusuf Saad KAMEL,1983-03-29,BRN,214.45,1182,2006-07-22
30,men's 1500m,Geoffrey Kipkoech RONO,1987-04-21,KEN,214.6,1180,2006-08-27
31,men's 1500m,Nathan BRANNEN,1982-09-08,CAN,214.88,1176,2006-07-03
32,men's 1500m,Sergio GALLARDO,1979-03-22,ESP,214.95,1175,2006-07-03
33,men's 1500m,Brimin Kiprop KIPRUTO,1985-07-31,KEN,215.23,1171,2006-07-25
34,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,215.26,1171,2006-07-17
35,men's 1500m,Mark FOUNTAIN,1982-03-10,AUS,215.38,1169,2006-08-27
36,men's 1500m,Driss MAAZOUZI,1969-10-15,FRA,215.43,1169,2006-08-20
37,men's 1500m,Arturo CASADO,1983-01-26,ESP,215.45,1168,2006-08-25
38,men's 1500m,Anthony FAMIGLIETTI,1978-11-08,USA,215.83,1163,2006-08-27
39,men's 1500m,Said AHMED,1982-12-10,USA,215.94,1162,2006-07-25
40,men's 1500m,Matt TEGENKAMP,1982-01-19,USA,215.95999,1161,2006-09-03
41,men's 1500m,Youssef BABA,1979-08-07,MAR,216.1,1159,2006-07-11
42,men's 1500m,Manuel DAMIAO,1978-07-19,POR,216.1,1159,2006-07-22
43,men's 1500m,Bouabdellah TAHRI,1978-12-20,FRA,216.18,1158,2006-07-11
44,men's 1500m,Andrew BADDELEY,1982-06-20,GBR,216.52,1154,2006-06-11
45,men's 1500m,Samir KHADAR,1986-06-10,ALG,216.6,1153,2006-07-25
46,men's 1500m,Johan CRONJE,1982-04-13,RSA,216.73,1151,2006-07-25
47,men's 1500m,Álvaro FERNÁNDEZ CEREZO,1981-04-07,ESP,216.76,1150,2006-08-27
48,men's 1500m,Mounir YEMMOUNI,1983-10-12,FRA,216.77,1150,2006-07-08
49,men's 1500m,Eugenio BARRIOS,1976-11-03,ESP,216.81,1150,2006-09-03
50,men's 1500m,Nordine GEZZAR,1980-02-17,FRA,216.99,1147,2006-06-02
51,men's 1500m,James Kwalia C'KURUI,1984-06-12,QAT,217.02,1147,2006-09-23
52,men's 1500m,Edward Kibet MUTAI,1984-08-28,KEN,217.04001,1147,2006-07-22
53,men's 1500m,Isaac Kipruto SANG,1978-01-05,KEN,217.18,1145,2006-07-07
54,men's 1500m,Said DOULAL,1979-12-17,MAR,217.41,1141,2006-06-22
55,men's 1500m,Ali MAATAOUI,1980-12-11,MAR,217.48,1141,2006-06-20
56,men's 1500m,Jason LUNN,1974-09-19,USA,217.49,1140,2006-07-22
57,men's 1500m,Daniel LINCOLN,1980-10-22,USA,217.5,1140,2006-05-21
58,men's 1500m,Juan VAN DEVENTER,1983-03-26,RSA,217.54001,1140,2006-06-02
59,men's 1500m,Wesley CHERUIYOT,1988-12-10,KEN,217.64,1138,2006-06-02
60,men's 1500m,Abdelslam KENNOUCHE,1980-10-07,ALG,217.70999,1137,2006-06-02
61,men's 1500m,Kumsa Adugna MEGERSA,1986-07-17,ETH,217.75,1137,2006-07-01
62,men's 1500m,James NOLAN,1977-01-27,IRL,217.89,1135,2006-07-22
63,men's 1500m,Christian OBRIST,1980-11-20,ITA,217.99,1134,2006-08-27
64,men's 1500m,Mo FARAH,1983-03-23,GBR,218.02,1133,2006-08-27
65,men's 1500m,Nick MCCORMICK,1981-09-11,GBR,218.04001,1133,2006-06-11
66,men's 1500m,Carsten SCHLANGEN,1980-12-31,GER,218.04001,1133,2006-07-07
67,men's 1500m,Ryan MCKENZIE,1978-10-13,CAN,218.05,1133,2006-05-27
68,men's 1500m,Daham Najim BASHIR,1979-11-08,QAT,218.06,1133,2006-12-10
69,men's 1500m,Christian SMITH,1983-10-31,USA,218.1,1132,2006-07-22
70,men's 1500m,Bisluke Kipkorir KIPLAGAT,1988-08-08,KEN,218.19,1131,2006-06-03
71,men's 1500m,Abubaker Ali KAMAL,1983-11-08,QAT,218.19,1131,2006-07-29
72,men's 1500m,Adam GOUCHER,1975-02-18,USA,218.2,1131,2006-05-21
73,men's 1500m,Gideon GATHIMBA,1980-03-09,KEN,218.2,1131,2006-07-01
74,men's 1500m,Gillon WATHIMBA,null,KEN,218.2,1131,2006-07-01
75,men's 1500m,Bader RASSIOUI,1985-06-08,MAR,218.28,1130,2006-06-22
76,men's 1500m,My Youssef ISMAIL ALAOUI,1979-03-03,MAR,218.41,1128,2006-06-02
77,men's 1500m,Paul HAMBLYN,1980-08-27,NZL,218.47,1127,2006-07-25
78,men's 1500m,Rizak DIRSHE,1972-01-05,SWE,218.47,1127,2006-07-25
79,men's 1500m,Colin MCCOURT,1984-12-11,GBR,218.51,1127,2006-06-10
80,men's 1500m,Tim CLERBOUT,1981-10-13,BEL,218.53,1126,2006-07-22
81,men's 1500m,Alfred Kirwa YEGO,1986-11-28,KEN,218.55,1126,2006-09-23
82,men's 1500m,Martin Irungu MATHATHI,1985-12-25,KEN,218.57,1126,2006-10-01
83,men's 1500m,Khoudir AGGOUNE,1981-01-05,ALG,218.58,1126,2006-06-16
84,men's 1500m,Bob WINTER,1977-12-01,NED,218.58,1126,2006-07-22
85,men's 1500m,Matthieu VANDIEST,1981-02-10,BEL,218.62,1125,2006-06-02
86,men's 1500m,Liam REALE,1983-03-16,IRL,218.65,1125,2006-05-27
87,men's 1500m,Daniel WAMBUGU,null,KEN,218.7,1124,2006-06-08
88,men's 1500m,Cornelius CHIRCHIR,1983-06-05,KEN,218.7,1124,2006-07-11
89,men's 1500m,Rob MYERS,1980-08-05,USA,218.86,1122,2006-06-23
90,men's 1500m,Abdelkader BAKHTACHE,1982-01-30,FRA,218.9,1121,2006-07-02
91,men's 1500m,Fumikazu KOBAYASHI,1978-03-21,JPN,218.95,1121,2006-10-01
92,men's 1500m,Abdelkader HACHLAF,1979-07-03,MAR,218.95999,1120,2006-05-12
93,men's 1500m,Gabe JENNINGS,1979-01-25,USA,218.95999,1120,2006-08-08
94,men's 1500m,Khalid EL AMRI,1977-03-20,MAR,218.99,1120,2006-05-28
95,men's 1500m,Diego RUIZ,1982-02-05,ESP,219.01,1120,2006-06-20
96,men's 1500m,Mahiedine MEKHISSI,1985-03-15,FRA,219.05,1119,2006-06-16
97,men's 1500m,Sébastien COSSON,1980-03-15,FRA,219.11,1118,2006-06-16
98,men's 1500m,Mykola LABOVSKIY,1983-05-04,UKR,219.13,1118,2006-07-21
99,men's 1500m,Franek HASCHKE,1980-03-28,GER,219.18,1117,2006-06-08
--------2006------------
--------:avg top 100:1160.9--avg top percent:1179.1060606060605-------
-------------------------
0,men's 1500m,Alan WEBB,1983-01-13,USA,210.54001,1237,2007-07-06
1,men's 1500m,Tarek BOUKENSA,1981-11-19,ALG,210.92,1232,2007-07-13
2,men's 1500m,Mehdi BAALA,1978-08-17,FRA,211.01,1230,2007-07-06
3,men's 1500m,Shadrack KORIR,1978-12-14,KEN,211.18,1228,2007-07-13
4,men's 1500m,Belal Mansoor ALI,1988-10-17,BRN,211.49,1224,2007-07-02
5,men's 1500m,Alex KIPCHIRCHIR,1984-11-26,KEN,211.58,1222,2007-07-13
6,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,211.73,1220,2007-05-11
